,rank,company,industry,headquarters city,country,revenues ($m),revenue percent change,profits ($m),profits percent change,assets ($m),profitable,sector,employees,ceo,website,market value ($m),ceo_woman,fastest_growing_company,change_the_world,world_most_admired_company,global_500,previous revenue ($m),previous profit ($m)
412,413,bac-a-commercial-bank,Ngân hàng Thương mại,Vinh,Việt Nam,590.9,28.0,35.9,0.8,6275.0,True,Tài chính,3680.0,Thai Huong,https://www.baca-bank.vn,435.0,True,False,False,False,False,461.640625,35.61507936507936
413,414,om-holdings,Kim loại,Singapore,Singapore,589.2,-31.2,18.1,-73.3,941.0,True,Vật liệu,1105.0,Low Ngee Tong,https://www.omholdingsltd.com,238.0,False,False,False,False,False,856.3953488372094,67.79026217228464
414,415,pan-brothers,May mặc,Tangerang,Indonesia,581.6,-15.7,-1.2,-133.2,697.0,False,May mặc,27038.0,Ludijanto Setijo,https://www.panbrotherstbk.com,30.0,False,False,False,False,False,689.9169632265719,3.6144578313253026
415,416,bank-mayapada-international,Ngân hàng Thương mại,Jakarta,Indonesia,581.5,10.6,1.5,-17.1,9191.0,True,Tài chính,2821.0,N/A,N/A,2190.0,False,False,False,False,False,525.7685352622061,1.8094089264173705
416,417,sia-engineering,Thiết bị Vận tải,Singapore,Singapore,579.6,38.0,48.3,-3.6,1492.0,True,Vận tải,5515.0,Chin Yau Seng,https://www.siaec.com.sg,1859.0,False,False,False,False,False,420.00000000000006,50.10373443983402
417,418,ioi-properties-group,Bất động sản,Putrajaya,Malaysia,577.8,-5.7,310.4,91.0,9137.0,True,Dịch vụ kinh doanh,2475.0,Lee Yeow Seng,https://www.ioiproperties.com.my,2494.0,False,False,False,False,False,612.7253446447507,162.51308900523557
418,419,petrosea,Kỹ thuật & Xây dựng,South Tangerang,Indonesia,577.6,21.3,12.2,-70.2,728.0,True,Kỹ thuật & Xây dựng,5388.0,Michael,https://www.petrosea.com,341.0,False,False,False,False,False,476.1747732893652,40.939597315436245
419,420,pan-united,"Vật liệu Xây dựng, Kính",Singapore,Singapore,576.5,12.9,25.5,50.7,344.0,True,Công nghiệp,756.0,May Ng Bee Bee,https://www.panunited.com.sg,230.0,True,False,False,False,False,510.62887511071744,16.92103516921035
420,421,smc-investment-trading,Kim loại,Thành phố Hồ Chí Minh,Việt Nam,575.2,-42.0,-37.2,-50.1,255.0,False,Vật liệu,934.0,Dang Huy Hiep,https://smc.vn,35.0,False,False,False,False,False,991.7241379310344,-74.54909819639279
421,422,tmt-steel,Kim loại,Bangkok,Thái Lan,574.8,-9.5,9.6,42.0,260.0,True,Vật liệu,1410.0,Paisal Tarasansombat,https://www.tmtsteel.co.th,124.0,False,False,False,False,False,635.1381215469612,6.76056338028169
422,423,wasco,Năng lượng,Kuala Lumpur,Malaysia,571.9,6.1,23.8,1763.6,642.0,True,Năng lượng,5752.0,Gian Carlo Maccagno,https://wascoenergy.com/,235.0,False,False,False,False,False,539.0197926484449,1.2770980897188238
423,424,national-power-supply,Tiện ích: Khí đốt và Điện,Prachin Buri,Thái Lan,571.8,3.3,-1.6,91.5,939.0,False,Năng lượng,2596.0,Yothin Dumnernchanvanit,https://www.npsplc.com,284.0,False,False,False,False,False,553.5333978702807,-0.8355091383812011
424,425,mah-sing-group,Bất động sản,Kuala Lumpur,Malaysia,571.3,8.2,47.3,15.2,1398.0,True,Dịch vụ kinh doanh,2189.0,Leong Hoy Kum,https://www.mahsing.com.my,654.0,False,False,False,False,False,528.0036968576709,41.05902777777778
425,426,petrovietnam-fertilizer,Hóa chất,Thành phố Hồ Chí Minh,Việt Nam,569.7,-28.5,21.8,-90.8,549.0,True,Hóa chất,1545.0,Phan Cong Thanh,https://dpm.vn,488.0,False,False,False,False,False,796.7832167832167,236.95652173913024
426,427,kaset-thai-international-sugar,Sản xuất thực phẩm,Nakhon Sawan,Thái Lan,568.7,40.2,55.5,320.2,410.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2957.0,N/A,N/A,604.0,False,False,False,False,False,405.63480741797434,13.207996192289386
427,428,skp-resources,"Điện tử, Thiết bị Điện",Batu Pahat,Malaysia,565.8,1.7,31.6,-23.9,293.0,True,Vật liệu,7983.0,Gan Poh San,https://www.skpres.com,334.0,False,False,False,False,False,556.3421828908555,41.52431011826544
428,429,malaysian-resources-(mrcb),Bất động sản,Kuala Lumpur,Malaysia,556.8,-23.7,22.2,50.2,1927.0,True,Kỹ thuật & Xây dựng,1554.0,N/A,N/A,1087.0,False,False,False,False,False,729.7509829619921,14.780292942743008
429,430,tan-chong-motor-holdings,Xe cộ & Phụ tùng,Kuala Lumpur,Malaysia,555.9,-20.0,-28.3,-142.8,1114.0,False,Công nghiệp,1451.0,Ho Wai Ming,https://www.tanchonggroup.com,116.0,False,False,False,False,False,694.8749999999999,66.12149532710278
430,431,bld-plantation,Sản xuất thực phẩm,Kuching,Malaysia,555.3,-7.7,6.8,-63.5,281.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1500.0,Henry Lau Lee Kong,https://www.bldpb.com.my,216.0,False,False,False,False,False,601.6251354279523,18.63013698630137
431,432,capitaland-ascott-trust,Bất động sản,Singapore,Singapore,554.5,23.0,176.5,28.1,6620.0,True,Dịch vụ kinh doanh,1734.0,Serena Teo Joo Ling,https://www.capitalandascotttrust.com,2523.0,True,False,False,False,False,450.8130081300813,137.78298204527712
432,433,pan-group,Sản xuất thực phẩm,Bến Lức,Việt Nam,554.4,-5.1,17.0,6.5,832.0,True,Vật liệu,10445.0,Nguyen Thi Tra My,https://thepangroup.vn,176.0,True,False,False,False,False,584.1938883034774,15.962441314553992
433,434,frencken-group,Máy móc Công nghiệp,George Town (Pulau Pinang),Malaysia,553.3,-3.0,24.2,-35.8,558.0,True,Công nghiệp,3700.0,Dennis Au,https://www.frenckengroup.com,457.0,False,False,False,False,False,570.4123711340205,37.69470404984423
434,435,manila-water,Tiện ích: Khí đốt và Điện,Thành phố Quezon,Philippines,552.4,31.7,100.6,-7.7,3786.0,True,Năng lượng,2524.0,Jose Victor Emmanuel A. de Dios,https://www.manilawater.com,1271.0,False,False,False,False,False,419.4381169324222,108.99241603466955
435,436,millcon-steel,Kim loại,Bangkok,Thái Lan,550.6,3.3,-27.1,-697.1,610.0,False,Vật liệu,821.0,Pravit Horungruang,https://www.millconsteel.com,28.0,False,False,False,False,False,533.0106485963214,4.5386032490370125
436,437,ann-joo-resources,Kim loại,Petaling Jaya,Malaysia,550.4,-20.4,-0.5,98.4,692.0,False,Vật liệu,2305.0,Lim Hong Thye,https://www.annjoo.com.my,134.0,False,False,False,False,False,691.4572864321607,-0.25201612903225806
437,438,carabao-group,Đồ uống,Bangkok,Thái Lan,547.5,-1.7,55.3,-15.4,569.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2750.0,Sathien Sathientham,https://www.carabaogroup.com,1848.0,False,False,False,False,False,556.9684638860631,65.36643026004728
438,439,triputra-agro-persada,Sản xuất thực phẩm,Jakarta,Indonesia,546.9,-13.2,105.6,-47.5,901.0,True,"Thực phẩm, Đồ uống & Thuốc lá",21390.0,Tjandra Karya Hermanto,https://www.tap-agri.com,765.0,False,False,False,False,False,630.0691244239631,201.1428571428571
439,440,cikarang-listrindo,Tiện ích: Khí đốt và Điện,Jakarta,Indonesia,546.1,-0.8,77.0,6.1,1324.0,True,Năng lượng,807.0,Andrew K. Labbaika,https://www.listrindo.com,663.0,False,False,False,False,False,550.5040322580645,72.57304429783224
440,441,ngern-tid-lor,Tài chính Đa ngành,Bangkok,Thái Lan,545.5,24.8,109.0,4.6,2916.0,True,Tài chính,7141.0,Piyasak Ukritnukun,https://www.tidlor.com,1642.0,False,False,False,False,False,437.09935897435895,104.20650095602294
441,442,ultrajaya-milk-industry,Sản xuất thực phẩm,Bandung,Indonesia,545.4,5.6,76.8,18.5,489.0,True,"Thực phẩm, Đồ uống & Thuốc lá",1029.0,Sabana Prawirawidjaja,https://www.ultrajaya.co.id,1192.0,False,False,False,False,False,516.4772727272726,64.81012658227847
442,443,gfpt,Sản xuất thực phẩm,Bangkok,Thái Lan,545.3,4.6,39.6,-32.4,737.0,True,"Thực phẩm, Đồ uống & Thuốc lá",5525.0,Virach Sirimongkolkasem,https://www.gfpt.co.th,436.0,False,False,False,False,False,521.3193116634799,58.579881656804744
443,444,srisawad,Tài chính Đa ngành,Bangkok,Thái Lan,543.9,54.8,143.8,12.2,3245.0,True,Tài chính,9994.0,Chatchai Kaewbootta,https://www.sawad.co.th,1519.0,False,False,False,False,False,351.3565891472868,128.16399286987524
444,445,hartalega-holdings,Sản phẩm và Thiết bị Y tế,Kuala Lumpur,Malaysia,542.1,-71.3,-52.9,-106.8,1203.0,False,Chăm sóc sức khỏe,7562.0,Kuan Mun Leong,https://www.hartalega.com.my,2004.0,False,False,False,False,False,1888.8501742160277,777.9411764705875
445,446,cse-global,Dịch vụ Công nghệ Thông tin,Singapore,Singapore,540.0,33.4,16.8,385.0,454.0,True,Công nghiệp,1438.0,Lim Boon Kheng,https://www.cse-global.com/,211.0,False,False,False,False,False,404.7976011994003,3.4639175257731964
446,447,soho-global-health,Dược phẩm,Jakarta,Indonesia,538.5,9.5,24.4,1.4,308.0,True,Chăm sóc sức khỏe,2373.0,Rogelio Paulino Jr. Castillo La O,https://www.sohoglobalhealth.com,390.0,False,False,False,False,False,491.7808219178082,24.063116370808675
447,448,delfi,Sản xuất thực phẩm,Singapore,Singapore,538.2,12.7,46.3,5.4,421.0,True,"Thực phẩm, Đồ uống & Thuốc lá",3790.0,John Chuang Tiong Choon,https://www.delfilimited.com,408.0,False,False,False,False,False,477.5510204081633,43.92789373814041
448,449,nagacorp,"Khách sạn, Sòng bạc, Khu nghỉ dưỡng",Phnom Penh,Campuchia,533.3,15.8,177.7,65.7,2751.0,True,"Khách sạn, Nhà hàng & Giải trí",6038.0,Chen Yiy Fon,https://www.nagacorp.com,2329.0,False,False,False,False,False,460.53540587219345,107.2420036210018
449,450,mapletree-logistics-trust,Bất động sản,Singapore,Singapore,532.0,5.7,315.2,8.8,10098.0,True,Dịch vụ kinh doanh,345.0,Ng Kiat,https://www.mapletreelogisticstrust.com,4943.0,True,False,False,False,False,503.3112582781457,289.70588235294116
450,451,southern-steel,Kim loại,Perai,Malaysia,531.7,-2.7,-31.5,-40.4,413.0,False,Vật liệu,2835.0,Yeoh Choon Kwee,https://www.southsteel.com,73.0,False,False,False,False,False,546.4542651593011,-52.85234899328858
451,452,khon-kaen-sugar-industry,Sản xuất thực phẩm,Bangkok,Thái Lan,530.3,16.2,26.0,-29.7,1104.0,True,"Thực phẩm, Đồ uống & Thuốc lá",2859.0,Chamroon Chinthammit,https://www.kslgroup.com,283.0,False,False,False,False,False,456.368330464716,36.98435277382645
452,453,mbm-resources,Xe cộ & Phụ tùng,Kuala Lumpur,Malaysia,530.3,0.9,72.7,13.8,566.0,True,Xe cộ & Phụ tùng,2180.0,Rizal Mohd Zin,https://www.mbmr.com.my,403.0,False,False,False,False,False,525.569871159564,63.88400702987698
453,454,petrovietnam-ca-mau,Hóa chất,Cà Mau,Việt Nam,527.7,-22.5,46.6,-74.8,628.0,True,Vật liệu,1096.0,Van Tien Thanh,https://www.pvcfc.com.vn,642.0,False,False,False,False,False,680.9032258064517,184.92063492063494
454,455,raffles-medical-group,Chăm sóc sức khỏe: Cơ sở Y tế,Singapore,Singapore,526.5,-11.8,67.1,-35.4,1159.0,True,Chăm sóc sức khỏe,2892.0,Loo Choon Yong,https://www.rafflesmedicalgroup.com,1362.0,False,False,False,False,False,596.9387755102041,103.86996904024767
455,456,rojana-industrial-park,Bất động sản,Bangkok,Thái Lan,525.1,0.9,28.2,-13.6,1389.0,True,Dịch vụ kinh doanh,348.0,Direk Vinichbutr,https://www.rojana.com,422.0,False,False,False,False,False,520.4162537165511,32.638888888888886
456,457,vegetexco-port,Vận chuyển,Thành phố Hồ Chí Minh,Việt Nam,525.0,-5.0,0.7,-18.2,265.0,True,Vận tải,23.0,Quynh Ngoc Pham,https://www.vegeport.com.vn,8.0,True,False,False,False,False,552.6315789473684,0.8557457212713935
457,458,wp-energy,"Thiết bị Dầu khí, Dịch vụ",Bangkok,Thái Lan,522.9,17.6,3.6,5.9,209.0,True,Năng lượng,353.0,Chomkamol Poompanmoung,https://www.wp-energy.co.th,59.0,True,False,False,False,False,444.64285714285717,3.3994334277620397
458,459,hibiscus-petroleum,Lọc dầu,Kuala Lumpur,Malaysia,522.4,30.2,89.2,-42.2,1329.0,True,Năng lượng,840.0,Kenneth Gerard Pereira,https://www.hibiscuspetroleum.com/,456.0,False,False,False,False,False,401.22887864823343,154.32525951557096
459,460,thai-group-holdings,"Bảo hiểm: Nhân thọ, Sức khỏe (cổ phần)",Bangkok,Thái Lan,513.5,-9.6,1.6,-96.3,2506.0,True,Chăm sóc sức khỏe,1808.0,Chotipat Pechanon,https://www.tgh.co.th,460.0,False,False,False,False,False,568.0309734513274,43.24324324324321
460,461,eco-world-development-group,Bất động sản,Kuala Lumpur,Malaysia,513.3,3.5,43.6,14.4,1870.0,True,Dịch vụ kinh doanh,1083.0,N/A,N/A,1087.0,False,False,False,False,False,495.94202898550725,38.111888111888106
461,462,muramoto-electron-thailand,"Điện tử, Thiết bị Điện",Bangkok,Thái Lan,512.3,-5.5,6.9,-66.3,252.0,True,Công nghiệp,2338.0,Shingeru Takamatsu,https://www.metco.co.th,125.0,False,False,False,False,False,542.1164021164021,20.47477744807121
462,463,sao-mai-group,Bất động sản,Long Xuyên,Việt Nam,512.3,-12.9,8.2,-69.5,837.0,True,Dịch vụ kinh doanh,414.0,Le Tuan Anh,https://saomainews.com.vn,147.0,False,False,False,False,False,588.1745120551091,26.885245901639337
463,464,cisarua-mountain-dairy,Sản xuất thực phẩm,Jakarta,Indonesia,510.6,18.7,81.6,14.0,458.0,True,"Thực phẩm, Đồ uống & Thuốc lá",4686.0,Farell Grandisuri Sutantio,https://cimory.com/index.php,2436.0,False,False,False,False,False,430.16006739679864,71.57894736842104
464,465,quang-ninh-thermal-power,Tiện ích: Khí đốt và Điện,Hạ Long,Việt Nam,506.2,13.6,25.7,-21.4,304.0,True,Năng lượng,840.0,Ngo Sinh Nghia,https://www.quangninhtpc.com.vn/,273.0,False,False,False,False,False,445.5985915492957,32.6972010178117
465,466,univentures,Bất động sản,Bangkok,Thái Lan,505.5,13.3,14.8,371.6,1122.0,True,Dịch vụ kinh doanh,1416.0,Khumpol Poonsonee,https://www.univentures.co.th,105.0,False,False,False,False,False,446.1606354810238,3.138252756573367
466,467,citra-marga-nusaphala,Vận tải và Hậu cần,Jakarta Utara,Indonesia,502.5,66.9,67.2,9.0,1401.0,True,Vận tải,225.0,Fitria Yusuf,https://www.citramarga.com,521.0,True,False,False,False,False,301.07849011384064,61.65137614678899
467,468,tbs-energi-utama,"Thiết bị Dầu khí, Dịch vụ",Jakarta,Indonesia,501.0,-21.2,7.9,-86.3,948.0,True,Năng lượng,987.0,Dicky Yordan,https://www.tbsenergi.com,119.0,False,False,False,False,False,635.7868020304568,57.66423357664233
468,469,ranhill-utilities,Tiện ích: Khí đốt và Điện,Johor Bahru,Malaysia,500.4,27.2,11.6,-46.6,645.0,True,Năng lượng,4203.0,Hamdan Mohamad,https://ranhill.com.my/,303.0,False,False,False,False,False,393.3962264150943,21.722846441947564
469,470,top-glove,Sản phẩm và Thiết bị Y tế,Shah Alam,Malaysia,500.2,-61.7,-205.0,-487.6,1523.0,False,Chăm sóc sức khỏe,10417.0,Lim Wee Chai,https://www.topglove.com,1478.0,False,False,False,False,False,1306.0052219321149,52.889576883384926
470,471,vinacomin-minerals-holding,"Khai thác, Sản xuất Dầu thô",Hà Nội,Việt Nam,500.1,-4.6,5.7,36.8,386.0,True,Vật liệu,4986.0,Trinh Van Tue,https://vimico.vn,220.0,False,False,False,False,False,524.2138364779875,4.166666666666667
471,472,ace-hardware-indonesia,Nhà bán lẻ Chuyên ngành: Khác,Jakarta,Indonesia,500.0,9.6,50.2,11.9,504.0,True,Bán lẻ,13673.0,Prabowo Widya Krisnadi,https://www.acehardware.co.id,987.0,False,False,False,False,False,456.20437956204375,44.861483467381596
472,473,ssi-group,Nhà bán lẻ Chuyên ngành: Trang phục,Thành phố Makati,Philippines,499.1,14.0,46.4,30.7,421.0,True,Bán lẻ,4415.0,Anthony Huang,https://www.ssigroup.com.ph,247.0,False,False,False,False,False,437.8070175438596,35.50114766641163
473,474,capital-financial-indonesia,Ngân hàng Thương mại,Jakarta,Indonesia,499.0,-33.4,5.4,186.8,2001.0,True,Tài chính,962.0,Maliana Herutama Malkan,https://www.capitalfinancial.co.id,1730.0,False,False,False,False,False,749.2492492492493,1.8828451882845187
474,475,mapletree-industrial,Bất động sản,Singapore,Singapore,498.7,10.2,259.7,-0.2,6430.0,True,Dịch vụ kinh doanh,186.0,Tham Kuo Wei,https://www.mapletreeindustrialtrust.com,4718.0,False,False,False,False,False,452.540834845735,260.2204408817635
475,476,vinacomin-power,Tiện ích: Khí đốt và Điện,Hà Nội,Việt Nam,496.7,8.8,21.2,-28.2,680.0,True,Năng lượng,1929.0,Ngo Tri Thinh,https://www.dienluctkv.vn/?lang=en,296.0,False,False,False,False,False,456.5257352941176,29.526462395543177
476,477,cab-cakaran,Sản xuất thực phẩm,Perai,Malaysia,496.4,9.1,23.7,76.2,328.0,True,"Thực phẩm, Đồ uống & Thuốc lá",3568.0,Chuah Hoon Phong,https://www.cab.com.my/home/,117.0,False,False,False,False,False,454.99541704857927,13.450624290578887
477,478,harrisons-holdings-malaysia,Nhà bán buôn: Đa ngành,Kuala Lumpur,Malaysia,495.4,0.0,14.8,-2.7,206.0,True,Công nghiệp,1852.0,Clement Chang Kon Sang,https://www.harrisons.com.my,134.0,False,False,False,False,False,495.4,15.210688591983557
478,479,bangkok-expressway-&-metro,Đường sắt,Bangkok,Thái Lan,492.8,16.3,100.0,43.5,3275.0,True,Vận tải,3861.0,N/A,N/A,1865.0,False,False,False,False,False,423.731728288908,69.68641114982579
479,480,multi-chem,"Điện tử, Thiết bị Điện.",Singapore,Singapore,490.4,9.5,20.2,39.2,289.0,True,Công nghiệp,594.0,Foo Suan Sai,https://www.multichem.com.sg,152.0,False,False,False,False,False,447.8538812785388,14.511494252873563
480,481,tdcx,Dịch vụ Gia công Đa ngành,Singapore,Singapore,490.3,1.7,89.5,17.5,582.0,True,Dịch vụ kinh doanh,17800.0,Laurent Junique,https://www.tdcx.com/,1037.0,False,False,False,False,False,482.1042281219273,76.17021276595744
481,482,digiplus-interactive,Giải trí,Thành phố Taguig,Philippines,490.2,199.2,73.4,563.8,536.0,True,Công nghệ,2045.0,Tsui Kin Ming,https://www.digiplus.com.ph/,823.0,False,False,False,False,False,163.83689839572193,11.057547454052427
482,483,geo-energy-resources,"Khai thác, Sản xuất Dầu thô",Singapore,Singapore,489.0,-33.3,62.0,-61.6,937.0,True,Năng lượng,342.0,Charles Antonny Melati,https://www.geocoal.com/,314.0,False,False,False,False,False,733.1334332833583,161.45833333333334
483,484,mk-restaurants,Dịch vụ Ăn uống,Bangkok,Thái Lan,488.1,7.0,48.4,17.4,592.0,True,"Khách sạn, Nhà hàng & Giải trí",15942.0,Rit Thirakomen,https://www.mkrestaurant.com/en,923.0,False,False,False,False,False,456.1682242990654,41.22657580919932
484,485,ttcl,Kỹ thuật & Xây dựng,Bangkok,Thái Lan,487.8,51.2,10.9,-43.1,550.0,True,Kỹ thuật & Xây dựng,1916.0,Wanchai Ratinthorn,https://www.ttcl.com/en/home,58.0,False,False,False,False,False,322.61904761904765,19.156414762741655
485,486,darma-henwa,"Khai thác, Sản xuất Dầu thô",Jakarta,Indonesia,484.3,18.3,2.3,113.8,529.0,True,Dịch vụ kinh doanh,3397.0,Teguh Boentoro,https://www.ptdh.co.id/,84.0,False,False,False,False,False,409.38292476754015,1.0757717492984098
486,487,lautan-luas,Hóa chất,Jakarta,Indonesia,480.6,-9.6,10.6,-51.2,366.0,True,Vật liệu,3009.0,Indrawan Masrin,https://www.lautan-luas.com/,99.0,False,False,False,False,False,531.637168141593,21.721311475409834
487,488,hai-phong-thermal-power,Tiện ích: Khí đốt và Điện,Hải Phòng,Việt Nam,480.4,6.9,18.5,-20.8,322.0,True,Năng lượng,832.0,Duong Son Ba,https://www.haiphongpc.evn.com.vn,282.0,False,False,False,False,False,449.39195509822264,23.358585858585858
488,489,kce-electronics,Chất bán dẫn và Linh kiện Điện tử khác,Bangkok,Thái Lan,479.7,-10.8,49.5,-25.4,559.0,True,Công nghệ,5082.0,Pitharn Ongkosit,https://www.kce.co.th/Eng/index.aspx,1251.0,False,False,False,False,False,537.780269058296,66.3538873994638
489,490,hotel-properties,"Khách sạn, Sòng bạc, Khu nghỉ dưỡng",Singapore,Singapore,478.3,25.4,417.9,1333.0,3185.0,True,"Khách sạn, Nhà hàng & Giải trí",5348.0,Ong Beng Seng,https://www.hotelprop.com.sg/,1384.0,False,False,False,False,False,381.4194577352472,29.162595952547104
490,491,viettel-construction,Kỹ thuật & Xây dựng,Hà Nội,Việt Nam,474.4,17.1,21.7,11.2,285.0,True,Kỹ thuật & Xây dựng,12765.0,Pham Dinh Truong,https://www.viettelconstruction.com.vn,560.0,False,False,False,False,False,405.1238257899231,19.51438848920863
491,492,magnum,"Khách sạn, Sòng bạc, Khu nghỉ dưỡng",Kuala Lumpur,Malaysia,474.0,2.5,27.5,20.0,765.0,True,"Khách sạn, Nhà hàng & Giải trí",371.0,Lawrence Lim Swee Lin and Krian Upatkoon,https://www.magnum.my,347.0,False,False,False,False,False,462.43902439024396,22.916666666666668
492,493,westports-holdings,Vận chuyển,Port Klang,Malaysia,472.3,0.2,171.1,7.3,1163.0,True,Vận tải,5685.0,Eddie Lee Mun Tat,https://www.westportsholdings.com,2796.0,False,False,False,False,False,471.3572854291417,159.45945945945945
493,494,oxley-holdings,Bất động sản,Singapore,Singapore,469.5,-31.1,-67.3,-2941.4,2313.0,False,Dịch vụ kinh doanh,230.0,Ching Chiat Kwong,https://www.oxley.com.sg/,267.0,False,False,False,False,False,681.422351233672,2.368550714436545
494,495,qaf,Sản xuất thực phẩm,Singapore,Singapore,468.2,11.7,20.5,45.3,507.4,True,"Thực phẩm, Đồ uống & Thuốc lá",9994.0,Lin Kejian and Michael Darren Hewat,https://www.qaf.com.sg/,359.0,False,False,False,False,False,419.1584601611459,14.108740536820374
495,496,bumi-armada,"Thiết bị Dầu khí, Dịch vụ",Kuala Lumpur,Malaysia,468.2,-14.6,72.9,-56.3,2422.0,True,Dịch vụ kinh doanh,788.0,Gary Nael Christenson,https://www.bumiarmada.com,733.0,False,False,False,False,False,548.2435597189695,166.8192219679634
496,497,dabaco-group,Sản xuất thực phẩm,Bắc Ninh,Việt Nam,466.4,-5.6,1.1,377.3,536.0,True,"Thực phẩm, Đồ uống & Thuốc lá",5409.0,Nguyen Khac Thao,https://www.dabaco.com.vn,267.0,False,False,False,False,False,494.06779661016947,0.2304630211606956
497,498,oue,Bất động sản,Singapore,Singapore,464.1,30.2,60.4,-56.2,7027.0,True,Dịch vụ kinh doanh,1153.0,Stephen Riady,https://www.oue.com.sg,653.0,False,False,False,False,False,356.4516129032258,137.89954337899545
498,499,avia-avian,Hóa chất,Surabaya,Indonesia,460.9,2.2,108.0,14.9,725.0,True,Vật liệu,1422.0,Wijono Tanoko,https://www.avianbrands.com,1947.0,False,False,False,False,False,450.9784735812133,93.99477806788512
499,500,thai-credit-bank,Ngân hàng Thương mại,Bangkok,Thái Lan,460.8,25.2,102.3,51.9,4758.0,True,Tài chính,3990.0,Roy Agustinus Gunara,https://www.thaicreditbank.com/,888.0,False,False,False,False,False,368.0511182108626,67.3469387755102
