Unnamed: 0,Rank,Company,Industry,Headquarters City,Country,Revenues ($M),Revenue Percent Change,Profits ($M),Profits Percent Change,Assets ($M),Profitable,Female CEO,Sector,Fastest Growing Companies,Change the World,World's Most Admired Companies,Employees,Global 500,slug,CEO,Website,Market value ($M)
440,441,ngern-tid-lor,Diversified Financials,Bangkok,Thailand,$545.5,24.8%,$109,4.6%,"$2,916",yes,no,Financials,no,no,no,"7,141",no,/company/ngern-tid-lor/,Piyasak Ukritnukun,https://www.tidlor.com,"$1,642"
441,442,ultrajaya-milk-industry,Food Production,Bandung,Indonesia,$545.4,5.6%,$76.8,18.5%,$489,yes,no,"Food, Beverages & Tobacco",no,no,no,"1,029",no,/company/ultrajaya-milk-industry/,Sabana Prawirawidjaja,https://www.ultrajaya.co.id,"$1,192"
442,443,gfpt,Food Production,Bangkok,Thailand,$545.3,4.6%,$39.6,-32.4%,$737,yes,no,"Food, Beverages & Tobacco",no,no,no,"5,525",no,/company/gfpt/,Virach Sirimongkolkasem,https://www.gfpt.co.th,$436
443,444,srisawad,Diversified Financials,Bangkok,Thailand,$543.9,54.8%,$143.8,12.2%,"$3,245",yes,no,Financials,no,no,no,"9,994",no,/company/srisawad/,Chatchai Kaewbootta,https://www.sawad.co.th,"$1,519"
444,445,hartalega-holdings,Medical Products and Equipment,Kuala Lumpur,Malaysia,$542.1,-71.3%,$-52.9,-106.8%,"$1,203",no,no,Health Care,no,no,no,"7,562",no,/company/hartalega-holdings/,Kuan Mun Leong,https://www.hartalega.com.my,"$2,004"
445,446,cse-global,Information Technology Services,Singapore,Singapore,$540,33.4%,$16.8,385%,$454,yes,no,Industrials,no,no,no,"1,438",no,/company/cse-global/,Lim Boon Kheng,https://www.cse-global.com/,$211
446,447,soho-global-health,Pharmaceuticals,Jakarta,Indonesia,$538.5,9.5%,$24.4,1.4%,$308,yes,no,Health Care,no,no,no,"2,373",no,/company/soho-global-health/,Rogelio Paulino Jr. Castillo La O,https://www.sohoglobalhealth.com,$390
447,448,delfi,Food Production,Singapore,Singapore,$538.2,12.7%,$46.3,5.4%,$421,yes,no,"Food, Beverages & Tobacco",no,no,no,"3,790",no,/company/delfi/,John Chuang Tiong Choon,https://www.delfilimited.com,$408
448,449,nagacorp,"Hotels, Casinos, Resorts",Phnom Penh,Cambodia,$533.3,15.8%,$177.7,65.7%,"$2,751",yes,no,"Hotels, Restaurants & Leisure",no,no,no,"6,038",no,/company/nagacorp/,Chen Yiy Fon,https://www.nagacorp.com,"$2,329"
449,450,mapletree-logistics-trust,Real Estate,Singapore,Singapore,$532,5.7%,$315.2,8.8%,"$10,098",yes,yes,Business Services,no,no,no,345,no,/company/mapletree-logistics-trust/,Ng Kiat,https://www.mapletreelogisticstrust.com,"$4,943"
450,451,southern-steel,Metals,Perai,Malaysia,$531.7,-2.7%,$-31.5,-40.4%,$413,no,no,Materials,no,no,no,"2,835",no,/company/southern-steel/,Yeoh Choon Kwee,https://www.southsteel.com,$73
451,452,khon-kaen-sugar-industry,Food Production,Bangkok,Thailand,$530.3,16.2%,$26,-29.7%,"$1,104",yes,no,"Food, Beverages & Tobacco",no,no,no,"2,859",no,/company/khon-kaen-sugar-industry/,Chamroon Chinthammit,https://www.kslgroup.com,$283
452,453,mbm-resources,Motor Vehicles & Parts,Kuala Lumpur,Malaysia,$530.3,0.9%,$72.7,13.8%,$566,yes,no,Motor Vehicles & Parts,no,no,no,"2,180",no,/company/mbm-resources/,Rizal Mohd Zin,https://www.mbmr.com.my,$403
453,454,petrovietnam-ca-mau,Chemicals,Ca Mau,Vietnam,$527.7,-22.5%,$46.6,-74.8%,$628,yes,no,Materials,no,no,no,"1,096",no,/company/petrovietnam-ca-mau/,Van Tien Thanh,https://www.pvcfc.com.vn,$642
454,455,raffles-medical-group,Health Care: Medical Facilities,Singapore,Singapore,$526.5,-11.8%,$67.1,-35.4%,"$1,159",yes,no,Health Care,no,no,no,"2,892",no,/company/raffles-medical-group/,Loo Choon Yong,https://www.rafflesmedicalgroup.com,"$1,362"
455,456,rojana-industrial-park,Real Estate,Bangkok,Thailand,$525.1,0.9%,$28.2,-13.6%,"$1,389",yes,no,Business Services,no,no,no,348,no,/company/rojana-industrial-park/,Direk Vinichbutr,https://www.rojana.com,$422
456,457,vegetexco-port,Shipping,Ho Chi Minh City,Vietnam,$525,-5%,$0.7,-18.2%,$265,yes,yes,Transportation,no,no,no,23,no,/company/vegetexco-port/,Quynh Ngoc Pham,https://www.vegeport.com.vn,$8
457,458,wp-energy,"Oil and Gas Equipment, Services",Bangkok,Thailand,$522.9,17.6%,$3.6,5.9%,$209,yes,yes,Energy,no,no,no,353,no,/company/wp-energy/,Chomkamol Poompanmoung,https://www.wp-energy.co.th,$59
458,459,hibiscus-petroleum,Petroleum Refining,Kuala Lumpur,Malaysia,$522.4,30.2%,$89.2,-42.2%,"$1,329",yes,no,Energy,no,no,no,840,no,/company/hibiscus-petroleum/,Kenneth Gerard Pereira,https://www.hibiscuspetroleum.com/,$456
459,460,thai-group-holdings,"Insurance: Life, Health (stock)",Bangkok,Thailand,$513.5,-9.6%,$1.6,-96.3%,"$2,506",yes,no,Health Care,no,no,no,"1,808",no,/company/thai-group-holdings/,Chotipat Pechanon,https://www.tgh.co.th,$460
460,461,eco-world-development-group,Real Estate,Kuala Lumpur,Malaysia,$513.3,3.5%,$43.6,14.4%,"$1,870",yes,no,Business Services,no,no,no,"1,083",no,/company/eco-world/,,,"$1,087"
461,462,muramoto-electron-thailand,"Electronics, Electrical Equip",Bangkok,Thailand,$512.3,-5.5%,$6.9,-66.3%,$252,yes,no,Industrials,no,no,no,"2,338",no,/company/muramoto-electron-thailand/,Shingeru Takamatsu,https://www.metco.co.th,$125
462,463,sao-mai-group,Real Estate,Long Xuyen,Vietnam,$512.3,-12.9%,$8.2,-69.5%,$837,yes,no,Business Services,no,no,no,414,no,/company/sao-mai-group/,Le Tuan Anh,https://saomainews.com.vn,$147
463,464,cisarua-mountain-dairy,Food Production,Jakarta,Indonesia,$510.6,18.7%,$81.6,14%,$458,yes,no,"Food, Beverages & Tobacco",no,no,no,"4,686",no,/company/cisarua-mountain-dairy/,Farell Grandisuri Sutantio,https://cimory.com/index.php,"$2,436"
464,465,quang-ninh-thermal-power,Utilities: Gas and Electric,Ha Long,Vietnam,$506.2,13.6%,$25.7,-21.4%,$304,yes,no,Energy,no,no,no,840,no,/company/quang-ninh-thermal-power/,Ngo Sinh Nghia,https://www.quangninhtpc.com.vn/,$273
465,466,univentures,Real Estate,Bangkok,Thailand,$505.5,13.3%,$14.8,371.6%,"$1,122",yes,no,Business Services,no,no,no,"1,416",no,/company/univentures/,Khumpol Poonsonee,https://www.univentures.co.th,$105
466,467,citra-marga-nusaphala,Transportation and Logistics,Jakarta Utara,Indonesia,$502.5,66.9%,$67.2,9%,"$1,401",yes,yes,Transportation,no,no,no,225,no,/company/citra-marga-nusaphala/,Fitria Yusuf,https://www.citramarga.com,$521
467,468,tbs-energi-utama,"Oil and Gas Equipment, Services",Jakarta,Indonesia,$501,-21.2%,$7.9,-86.3%,$948,yes,no,Energy,no,no,no,987,no,/company/tbs-energi-utama/,Dicky Yordan,https://www.tbsenergi.com,$119
468,469,ranhill-utilities,Utilities: Gas and Electric,Johor Bahru,Malaysia,$500.4,27.2%,$11.6,-46.6%,$645,yes,no,Energy,no,no,no,"4,203",no,/company/ranhill-utilities/,Hamdan Mohamad,https://ranhill.com.my/,$303
469,470,top-glove,Medical Products and Equipment,Shah Alam,Malaysia,$500.2,-61.7%,$-205,-487.6%,"$1,523",no,no,Health Care,no,no,no,"10,417",no,/company/top-glove/,Lim Wee Chai,https://www.topglove.com,"$1,478"
470,471,vinacomin-minerals-holding,"Mining, Crude-Oil Production",Hanoi,Vietnam,$500.1,-4.6%,$5.7,36.8%,$386,yes,no,Materials,no,no,no,"4,986",no,/company/vinacomin-minerals-holding/,Trinh Van Tue,https://vimico.vn,$220
471,472,ace-hardware-indonesia,Specialty Retailers: Other,Jakarta,Indonesia,$500,9.6%,$50.2,11.9%,$504,yes,no,Retailing,no,no,no,"13,673",no,/company/ace-hardware-indonesia/,Prabowo Widya Krisnadi,https://www.acehardware.co.id,$987
472,473,ssi-group,Specialty Retailers: Apparel,Makati City,Philippines,$499.1,14%,$46.4,30.7%,$421,yes,no,Retailing,no,no,no,"4,415",no,/company/ssi-group/,Anthony Huang,https://www.ssigroup.com.ph,$247
473,474,capital-financial-indonesia,Commercial Banks,Jakarta,Indonesia,$499,-33.4%,$5.4,186.8%,"$2,001",yes,no,Financials,no,no,no,962,no,/company/capital-financial-indonesia/,Maliana Herutama Malkan,https://www.capitalfinancial.co.id,"$1,730"
474,475,mapletree-industrial,Real Estate,Singapore,Singapore,$498.7,10.2%,$259.7,-0.2%,"$6,430",yes,no,Business Services,no,no,no,186,no,/company/mapletree-industrial/,Tham Kuo Wei,https://www.mapletreeindustrialtrust.com,"$4,718"
475,476,vinacomin-power,Utilities: Gas and Electric,Hanoi,Vietnam,$496.7,8.8%,$21.2,-28.2%,$680,yes,no,Energy,no,no,no,"1,929",no,/company/vinacomin-power/,Ngo Tri Thinh,https://www.dienluctkv.vn/?lang=en,$296
476,477,cab-cakaran,Food Production,Perai,Malaysia,$496.4,9.1%,$23.7,76.2%,$328,yes,no,"Food, Beverages & Tobacco",no,no,no,"3,568",no,/company/cab-cakaran/,Chuah Hoon Phong,https://www.cab.com.my/home/,$117
477,478,harrisons-holdings-malaysia,Wholesalers: Diversified,Kuala Lumpur,Malaysia,$495.4,,$14.8,-2.7%,$206,yes,no,Industrials,no,no,no,"1,852",no,/company/harrisons-holdings-malaysia/,Clement Chang Kon Sang,https://www.harrisons.com.my,$134
478,479,bangkok-expressway-&-metro,Railroads,Bangkok,Thailand,$492.8,16.3%,$100,43.5%,"$3,275",yes,no,Transportation,no,no,no,"3,861",no,/company/bangkok-expressway/,,,"$1,865"
479,480,multi-chem,"Electronics, Electrical Equip.",Singapore,Singapore,$490.4,9.5%,$20.2,39.2%,$289,yes,no,Industrials,no,no,no,594,no,/company/multi-chem/,Foo Suan Sai,https://www.multichem.com.sg,$152
480,481,tdcx,Diversified Outsourcing Services,Singapore,Singapore,$490.3,1.7%,$89.5,17.5%,$582,yes,no,Business Services,no,no,no,"17,800",no,/company/tdcx/,Laurent Junique,https://www.tdcx.com/,"$1,037"
481,482,digiplus-interactive,Entertainment,Taguig City,Philippines,$490.2,199.2%,$73.4,563.8%,$536,yes,no,Technology,no,no,no,"2,045",no,/company/digiplus-interactive/,Tsui Kin Ming,https://www.digiplus.com.ph/,$823
482,483,geo-energy-resources,"Mining, Crude-Oil Production",Singapore,Singapore,$489,-33.3%,$62,-61.6%,$937,yes,no,Energy,no,no,no,342,no,/company/geo-energy-resources/,Charles Antonny Melati,https://www.geocoal.com/,$314
483,484,mk-restaurants,Food Services,Bangkok,Thailand,$488.1,7%,$48.4,17.4%,$592,yes,no,"Hotels, Restaurants & Leisure",no,no,no,"15,942",no,/company/mk-restaurants/,Rit Thirakomen,https://www.mkrestaurant.com/en,$923
484,485,ttcl,Engineering & Construction,Bangkok,Thailand,$487.8,51.2%,$10.9,-43.1%,$550,yes,no,Engineering & Construction,no,no,no,"1,916",no,/company/ttcl/,Wanchai Ratinthorn,https://www.ttcl.com/en/home,$58
485,486,darma-henwa,"Mining, Crude-Oil Production",Jakarta,Indonesia,$484.3,18.3%,$2.3,113.8%,$529,yes,no,Business Services,no,no,no,"3,397",no,/company/darma-henwa/,Teguh Boentoro,https://www.ptdh.co.id/,$84
486,487,lautan-luas,Chemicals,Jakarta,Indonesia,$480.6,-9.6%,$10.6,-51.2%,$366,yes,no,Materials,no,no,no,"3,009",no,/company/lautan-luas/,Indrawan Masrin,https://www.lautan-luas.com/,$99
487,488,hai-phong-thermal-power,Utilities: Gas and Electric,Hai phong,Vietnam,$480.4,6.9%,$18.5,-20.8%,$322,yes,no,Energy,no,no,no,832,no,/company/hai-phong-thermal-power/,Duong Son Ba,https://www.haiphongpc.evn.com.vn,$282
488,489,kce-electronics,Semiconductors and Other Electronic Components,Bangkok,Thailand,$479.7,-10.8%,$49.5,-25.4%,$559,yes,no,Technology,no,no,no,"5,082",no,/company/kce-electronics/,Pitharn Ongkosit,https://www.kce.co.th/Eng/index.aspx,"$1,251"
489,490,hotel-properties,"Hotels, Casinos, Resorts",Singapore,Singapore,$478.3,25.4%,$417.9,1333%,"$3,185",yes,no,"Hotels, Restaurants & Leisure",no,no,no,"5,348",no,/company/hotel-properties/,Ong Beng Seng,https://www.hotelprop.com.sg/,"$1,384"
490,491,viettel-construction,Engineering & Construction,Hanoi,Vietnam,$474.4,17.1%,$21.7,11.2%,$285,yes,no,Engineering & Construction,no,no,no,"12,765",no,/company/viettel-construction/,Pham Dinh Truong,https://www.viettelconstruction.com.vn,$560
491,492,magnum,"Hotels, Casinos, Resorts",Kuala Lumpur,Malaysia,$474,2.5%,$27.5,20%,$765,yes,no,"Hotels, Restaurants & Leisure",no,no,no,371,no,/company/magnum/,Lawrence Lim Swee Lin and Krian Upatkoon,https://www.magnum.my,$347
492,493,westports-holdings,Shipping,Port Klang,Malaysia,$472.3,0.2%,$171.1,7.3%,"$1,163",yes,no,Transportation,no,no,no,"5,685",no,/company/westports-holdings/,Eddie Lee Mun Tat,https://www.westportsholdings.com,"$2,796"
493,494,oxley-holdings,Real Estate,Singapore,Singapore,$469.5,-31.1%,$-67.3,-2941.4%,"$2,313",no,no,Business Services,no,no,no,230,no,/company/oxley-holdings/,Ching Chiat Kwong,https://www.oxley.com.sg/,$267
494,495,qaf,Food Production,Singapore,Singapore,$468.2,11.7%,$20.5,45.3%,$507.4,yes,no,"Food, Beverages & Tobacco",no,no,no,"9,994",no,/company/qaf/,Lin Kejian and Michael Darren Hewat,https://www.qaf.com.sg/,$359
495,496,bumi-armada,"Oil and Gas Equipment, Services",Kuala Lumpur,Malaysia,$468.2,-14.6%,$72.9,-56.3%,"$2,422",yes,no,Business Services,no,no,no,788,no,/company/bumi-armada/,Gary Nael Christenson,https://www.bumiarmada.com,$733
496,497,dabaco-group,Food Production,Bac Ninh,Vietnam,$466.4,-5.6%,$1.1,377.3%,$536,yes,no,"Food, Beverages & Tobacco",no,no,no,"5,409",no,/company/dabaco-group/,Nguyen Khac Thao,https://www.dabaco.com.vn,$267
497,498,oue,Real Estate,Singapore,Singapore,$464.1,30.2%,$60.4,-56.2%,"$7,027",yes,no,Business Services,no,no,no,"1,153",no,/company/oue/,Stephen Riady,https://www.oue.com.sg,$653
498,499,avia-avian,Chemicals,Surabaya,Indonesia,$460.9,2.2%,$108,14.9%,$725,yes,no,Materials,no,no,no,"1,422",no,/company/avia-avian/,Wijono Tanoko,https://www.avianbrands.com,"$1,947"
499,500,thai-credit-bank,Commercial Banks,Bangkok,Thailand,$460.8,25.2%,$102.3,51.9%,"$4,758",yes,no,Financials,no,no,no,"3,990",no,/company/thai-credit-bank/,Roy Agustinus Gunara,https://www.thaicreditbank.com/,$888
